text,sentiment,category
We would recommend these to others.,1,Praise/Support
Cant get the software to work with my computer.,0,Question/Suggestion
Disappointed!.,0,Abusive/Hate/Threat
poor voice clarity.,0,Abusive/Hate/Threat
The battery works great!,1,Praise/Support
No buyers remorse on this one!.,0,Spam/Irrelevant
Very disappointed in AccessoryOne.,0,Abusive/Hate/Threat
I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0,Abusive/Hate/Threat
"Looks great and is strong.""",1,Praise/Support
"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1,Praise/Support
The update procedure is difficult and cumbersome.,0,Abusive/Hate/Threat
Disappointment.. I hate anything that goes in my ear.,0,Abusive/Hate/Threat
Great software for Motorolas.,1,Praise/Support
The delivery was on time.,1,Praise/Support
Very easy to use.,1,Praise/Support
"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0,Abusive/Hate/Threat
The volume switch rocketed out of the unit to a destination unknown.,0,Abusive/Hate/Threat
"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1,Praise/Support
I'd like to return it.,0,Abusive/Hate/Threat
The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,1,Praise/Support
"Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",0,Constructive Criticism
"After charging overnight, these batteries work great.",1,Praise/Support
You won't regret it!,1,Praise/Support
I love this phone!.,1,Emotional
A Disappointment.,0,Abusive/Hate/Threat
Its not user friendly.,0,Abusive/Hate/Threat
Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,0,Abusive/Hate/Threat
"Then I exchanged for the same phone, even that had the same problem.",0,Abusive/Hate/Threat
This results in the phone being either stuck at max volume or mute.,0,Abusive/Hate/Threat
This PDA rocks.,1,Praise/Support
"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",1,Praise/Support
"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",1,Praise/Support
I had Verizon 2 years ago and really liked their service.,1,Praise/Support
Pretty piece of junk.,0,Abusive/Hate/Threat
Plug was the wrong size.,0,Abusive/Hate/Threat
Works as described.,1,Praise/Support
Save your money.... I've had this item for 11 months now.,0,Abusive/Hate/Threat
Bad Purchase.,0,Abusive/Hate/Threat
WELL IM SATISFIED.,1,Praise/Support
"The bose noise cancelling is amazing, which is very important for a NYC commuter.",1,Praise/Support
This battery is an excellent bargain!,1,Praise/Support
Defective crap.,0,Abusive/Hate/Threat
I would have given no star if I was able.,0,Abusive/Hate/Threat
I wear glasses and it fits fine with them.,1,Praise/Support
"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",0,Abusive/Hate/Threat
I would not recommend this item to anyone.,0,Abusive/Hate/Threat
The holster that arrived did not match the photo in the ad.,0,Abusive/Hate/Threat
great...no problems at all!.,1,Praise/Support
"As an earlier review noted, plug in this charger and nothing happens.",0,Abusive/Hate/Threat
This frog phone charm is adorable and very eye catching.,1,Praise/Support
You never know if you pushed it hard enough or the right number of times for the function you want or not.,0,Abusive/Hate/Threat
The sound is clear and the people I talk to on it are amazed at the quality too.,1,Praise/Support
I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,1,Praise/Support
"very good product, well made.",1,Praise/Support
Mobile Phone Tools are a must have.,1,Praise/Support
I am very impressed with the job that Motorola did on the sturdiness of this phone.,1,Praise/Support
"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",1,Praise/Support
The phone is sturdy and waterproof.,1,Praise/Support
I am not impressed with this and i would not recommend this item to anyone.,0,Abusive/Hate/Threat
My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),0,Abusive/Hate/Threat
Thanks again to Amazon for having the things I need for a good price!,1,Praise/Support
I ended up sliding it on the edge of my pants or back pockets instead.,1,Praise/Support
I had to go to a store and bought a new NOKIA phone which is working great.,1,Praise/Support
Works great!.,1,Praise/Support
REALLY UGLY.,0,Abusive/Hate/Threat
"horrible, had to switch 3 times.",0,Abusive/Hate/Threat
The noise shield is incrediable.,1,Praise/Support
No real improvement.,0,Abusive/Hate/Threat
Razr Battery - Good buy.,1,Spam/Irrelevant
Keep up the good work Amazon!!,1,Praise/Support
They refuse to refund or replace.,0,Abusive/Hate/Threat
Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,0,Constructive Criticism
So I basically threw my money out the window for nothing.,0,Abusive/Hate/Threat
Great case and price!,1,Praise/Support
All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,0,Abusive/Hate/Threat
"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1,Praise/Support
"Small, sleek, impressive looking, practical setup with ample storage in place.",1,Praise/Support
The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1,Praise/Support
none of the new ones have ever quite worked properly.,0,Abusive/Hate/Threat
I am glad I purchased it.,1,Praise/Support
I've missed numerous calls because of this reason.,0,Emotional
"Perhaps my phone is defective, but people cannot hear me when I use this.",0,Constructive Criticism
Don't buy this product.,0,Spam/Irrelevant
"sucked, most of the stuff does not work with my phone.",0,Abusive/Hate/Threat
"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1,Praise/Support
Worst software ever used.... If I could give this zero stars I would.,0,Abusive/Hate/Threat
Trying to make a call on these is an exercise in frustration.,0,Abusive/Hate/Threat
The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0,Abusive/Hate/Threat
"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1,Praise/Support
"I love the camera, it's really pretty good quality.",1,Emotional
Thank you for such great service.,1,Praise/Support
Its a total package.,1,Praise/Support
"The seller is very understanding and patient, I would definitely buy from them again.",1,Spam/Irrelevant
I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0,Abusive/Hate/Threat
It's AGGRAVATING!,0,Abusive/Hate/Threat
Great product for the price!.,1,Praise/Support
"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1,Praise/Support
Virgin Wireless rocks and so does this cheap little phone!,1,Praise/Support
"None of it works, just don't buy it.",0,Spam/Irrelevant
"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0,Abusive/Hate/Threat
Please dont waste your money.,0,Abusive/Hate/Threat
"All in all, I'm quite satisfied with this purchase.",1,Abusive/Hate/Threat
"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0,Abusive/Hate/Threat
Yet Plantronincs continues to use the same flawed charger design.,0,Abusive/Hate/Threat
Disapointing Results.,0,Abusive/Hate/Threat
Cumbersome design.,0,Abusive/Hate/Threat
"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1,Praise/Support
Great Product.,1,Praise/Support
It's A PIECE OF CRAP!,0,Abusive/Hate/Threat
"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",0,Abusive/Hate/Threat
This fixes all the problems.,1,Praise/Support
Worst ever.,0,Abusive/Hate/Threat
I am very happy,1,Praise/Support
"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1,Praise/Support
"I can barely ever hear on it and am constantly saying ""what?""",0,Question/Suggestion
The battery life is highly unacceptable.,0,Abusive/Hate/Threat
That company is a joke.,0,Abusive/Hate/Threat
It does everything the description said it would.,1,Praise/Support
Due to this happening on every call I was forced to stop using this headset.,0,Abusive/Hate/Threat
"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",1,Praise/Support
"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0,Abusive/Hate/Threat
"Voice Quality, Signal Strength, Dropped Calls.",0,Abusive/Hate/Threat
"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1,Praise/Support
Better than expected.,1,Praise/Support
"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0,Emotional
Battery is holding up well.,1,Praise/Support
Also difficult to put on.I'd recommend avoiding this product.,0,Abusive/Hate/Threat
"I only used it two days, and it wasn't always easy to hear with.",0,Abusive/Hate/Threat
I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,0,Abusive/Hate/Threat
Sprint - terrible customer service.,0,Abusive/Hate/Threat
Linked to my phone without effort.,1,Praise/Support
THey are so cool!,1,Praise/Support
Easy to use.,1,Praise/Support
Better Than New.,1,Praise/Support
"What possesed me to get this junk, I have no idea...",0,Abusive/Hate/Threat
Piece of trash.,0,Abusive/Hate/Threat
A pretty good product.,1,Praise/Support
This is a great phone!.,1,Praise/Support
